WORK_RECOMMENDATION_DTL_ID_A,WORK_RECOMMENDATION_DTL_ID_B,district,category,text_similarity,days_apart,amount_ratio,same_vendor,spatial_compatibility,match_typology,duplicate_suspicion_score,description_A,description_B,reason
254344.0,259005.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.859,28,0.076,False,UNRESOLVED_ENTITIES,UNRESOLVED_SIMILAR_WORK,0.692,"Installation of cement concrete benches  Wardha taluka Alodi (Satoda), Pipri (Meghe), Paloti, Umri (Meghe), Sidi (Meghe), Sawangi Meghe, Nalwadi, Borgaon Meghe total 100 benches.","Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.","Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 86%), pending manual site disambiguation."
254344.0,259009.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.852,28,0.077,False,UNRESOLVED_ENTITIES,UNRESOLVED_SIMILAR_WORK,0.688,"Installation of cement concrete benches  Wardha taluka Alodi (Satoda), Pipri (Meghe), Paloti, Umri (Meghe), Sidi (Meghe), Sawangi Meghe, Nalwadi, Borgaon Meghe total 100 benches.","Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.","Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 85%), pending manual site disambiguation."
298611.0,298616.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.967,0,1.0,False,ADJACENT_SEGMENT,ADJACENT_SEGMENT_UNCORROBORATED,0.45,"Installation of gym equipment, play equipment, and seating arrangements at the completed sections of the river improvement project between Sangamwadi Bridge and Bund Garden in the Pune Lok Sabha constituency.","Installation of gym equipment, play equipment, and seating arrangements at the completed sections of the river improvement project between Bund Garden Bridge and Mundhwa in the Pune Lok Sabha constituency.",Adjacent segment candidate without procurement corroboration (Adjacent segments at The Completed Sections Of The River Improvement Project: Stretch Sangamwadi Bridge to Bund Garden vs Stretch Bund Garden Bridge to Mundhwa); different vendors or timeline indicates independent project phases.
303756.0,303758.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Normal/Others,0.938,0,1.0,False,ADJACENT_SEGMENT,ADJACENT_SEGMENT_UNCORROBORATED,0.45,Laying of drainage lines (B1 to B5) at the Vishrantwadi Police Colony in the Pune Lok Sabha constituency.,Laying of drainage lines (B-6 to B-11) at the Vishrantwadi Police Colony in the Pune Lok Sabha constituency.,Adjacent segment candidate without procurement corroboration (Adjacent segments at Vishrantwadi Police Colony: B1 TO B5 vs B-6 TO B-11); different vendors or timeline indicates independent project phases.
215157.0,215158.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Normal/Others,0.886,0,1.0,False,ADJACENT_SEGMENT,ADJACENT_SEGMENT_UNCORROBORATED,0.443,"Cosntruction of CC Flooring road from residence of Shyam Tarare to residence of Ganesh Ghodmare, Balabhaupeth, Nagpur","Cosntruction of CC Flooring road from residence of Kau Shirshikar to residence of Bhaskar Paunikar, Balabhaupeth, Nagpur",Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.
167489.0,167490.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.897,0,1.0,True,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.235,Construction of cement road and drain from Sri Prahlad Dhonge to Zilla Parishad School at Mauja Wadala Ta Ashti,"Construction of cement road and drain from Shri Bharat Singh Bhada to Zilla Parishad School at Mauja Manikwada, Ta Ashti","Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Wadala, Mauja Wadala vs Mauja Manikwada, Manikwada); low duplicate risk."
165241.0,165243.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.861,0,0.933,True,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.227,Mauja Dahegaon (Gosavi)T Selu Dist At Wardha Mr.Bharat Bangde to Shri.Santosh Raut house Construction of cement road ,"Mauja Alodi, Dist.Wardha Mr. Dhanorkar to Shri.Baba Rao Phukte Construction of Cementing road",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Dahegaon (Gosavi)T Selu vs Alodi); low duplicate risk.
210242.0,210244.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Repair and Renovation,0.996,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.224,"Construction of a bus stop at Survey No. 116, Kalas in Pune Lok Sabha Constituency.
","Construction of a bus stop at Survey No. 112, Kalas in Pune Lok Sabha Constituency.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.
210245.0,210248.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),Repair and Renovation,0.993,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.224,"Upgradation of toilets and related works in Ward No. 17 and 18 of Pune Lok Sabha Constituency.
",Upgradation of toilets and related works in Ward No. 15 and 16 of Pune Lok Sabha Constituency.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.
199778.0,199784.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.971,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.221,"Providing artificial limbs to the disabled person of Wardha district. (Shri.Premkumar Dilip Naik, Resident Warud, District Wardha)","Providing artificial limbs to the disabled person in Wardha district. (Shri. Pravin Sudhakar Kapse, Res. Digdoh, Tal. Deoli, Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Premkumar Dilip Naik vs Pravin Sudhakar Kapse); low duplicate risk.
199778.0,199780.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.965,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.22,"Providing artificial limbs to the disabled person of Wardha district. (Shri.Premkumar Dilip Naik, Resident Warud, District Wardha)","Providing artificial limbs to the disabled person in Wardha district. (Mr. Kartik Bhomle, Resident Wardha, Wardha District)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Premkumar Dilip Naik vs Kartik Bhomle); low duplicate risk.
199780.0,199784.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.964,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.22,"Providing artificial limbs to the disabled person in Wardha district. (Mr. Kartik Bhomle, Resident Wardha, Wardha District)","Providing artificial limbs to the disabled person in Wardha district. (Shri. Pravin Sudhakar Kapse, Res. Digdoh, Tal. Deoli, Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Kartik Bhomle vs Pravin Sudhakar Kapse); low duplicate risk.
199783.0,199784.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.963,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.219,"Providing artificial limbs to the disabled person in Wardha district. (Ms. Pragya Dharmendra Kamble, Res. Gadgenagar Pulgaon Tal. Deoli Dist. Wardha)","Providing artificial limbs to the disabled person in Wardha district. (Shri. Pravin Sudhakar Kapse, Res. Digdoh, Tal. Deoli, Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Pragya Dharmendra Kamble vs Pravin Sudhakar Kapse); low duplicate risk.
259005.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.956,0,0.981,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.218,"Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Satoda vs Mhasala); low duplicate risk.
259010.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.944,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.217,"Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sevagram vs Mhasala); low duplicate risk.
259009.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.948,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.217,"Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sawangi Meghe vs Mhasala); low duplicate risk.
199778.0,199783.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.949,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.217,"Providing artificial limbs to the disabled person of Wardha district. (Shri.Premkumar Dilip Naik, Resident Warud, District Wardha)","Providing artificial limbs to the disabled person in Wardha district. (Ms. Pragya Dharmendra Kamble, Res. Gadgenagar Pulgaon Tal. Deoli Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Premkumar Dilip Naik vs Pragya Dharmendra Kamble); low duplicate risk.
259005.0,259010.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.951,0,0.981,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.217,"Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Satoda vs Sevagram); low duplicate risk.
259005.0,259009.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.951,0,0.981,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.217,"Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Satoda vs Sawangi Meghe); low duplicate risk.
199780.0,199783.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.941,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.216,"Providing artificial limbs to the disabled person in Wardha district. (Mr. Kartik Bhomle, Resident Wardha, Wardha District)","Providing artificial limbs to the disabled person in Wardha district. (Ms. Pragya Dharmendra Kamble, Res. Gadgenagar Pulgaon Tal. Deoli Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Kartik Bhomle vs Pragya Dharmendra Kamble); low duplicate risk.
259009.0,259010.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.935,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.215,"Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sawangi Meghe vs Sevagram); low duplicate risk.
199778.0,199781.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.937,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.215,"Providing artificial limbs to the disabled person of Wardha district. (Shri.Premkumar Dilip Naik, Resident Warud, District Wardha)","Providing artificial limbs to the disabled person  in Wardha district. (Ms. Kritika Anil Bhise, resident of Nachangaon, Taluka Deoli, Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Premkumar Dilip Naik vs Kritika Anil Bhise); low duplicate risk.
199780.0,199781.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.93,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.214,"Providing artificial limbs to the disabled person in Wardha district. (Mr. Kartik Bhomle, Resident Wardha, Wardha District)","Providing artificial limbs to the disabled person  in Wardha district. (Ms. Kritika Anil Bhise, resident of Nachangaon, Taluka Deoli, Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Kartik Bhomle vs Kritika Anil Bhise); low duplicate risk.
259005.0,259008.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.977,0,0.642,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.213,"Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Satoda vs Paloti); low duplicate risk.
199781.0,199783.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.92,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.213,"Providing artificial limbs to the disabled person  in Wardha district. (Ms. Kritika Anil Bhise, resident of Nachangaon, Taluka Deoli, Wardha)","Providing artificial limbs to the disabled person in Wardha district. (Ms. Pragya Dharmendra Kamble, Res. Gadgenagar Pulgaon Tal. Deoli Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Kritika Anil Bhise vs Pragya Dharmendra Kamble); low duplicate risk.
199781.0,199784.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.916,0,1.0,False,DISTINCT_BENEFICIARIES,INDEPENDENT_PARALLEL_WORKS,0.212,"Providing artificial limbs to the disabled person  in Wardha district. (Ms. Kritika Anil Bhise, resident of Nachangaon, Taluka Deoli, Wardha)","Providing artificial limbs to the disabled person in Wardha district. (Shri. Pravin Sudhakar Kapse, Res. Digdoh, Tal. Deoli, Dist. Wardha)",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct individual beneficiaries: Kritika Anil Bhise vs Pravin Sudhakar Kapse); low duplicate risk.
303384.0,303390.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Normal/Others,0.905,0,1.0,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.211,"CONSTRUCTION OF CEMENT ROAD AT MOUJA AAJANGAON, TA. KATOL WARD NO. 2 AT MR. SAHEBRAO RAUT TO MR. BALVANTRAO PANBUDE HOME","CONSTRUCTION OF CEMENT ROAD AT MOUJA AAJANGAON, TA. KATOL WARD NO. 3 SAMAJ BHAVAN TO MR. MAROTRAO TAMBUSKAR HOME.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Mouja Aajangaon) but distinct Wards: 2 vs 3); low duplicate risk.
259006.0,259007.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.958,0,0.654,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.21,"Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Nalwadi, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sidi (Meghe) vs Nalwadi); low duplicate risk.
259008.0,259011.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.955,0,0.63,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.209,"Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.",Installation of cement concrete benches at various places under Gram Panchayat Mhasala Ta. Dist. Wardha.,Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Paloti vs Mhasala); low duplicate risk.
259008.0,259009.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.953,0,0.63,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.209,"Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Paloti vs Sawangi Meghe); low duplicate risk.
259006.0,259009.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.97,0,0.54,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.209,"Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sawangi Meghe, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Sidi (Meghe) vs Sawangi Meghe); low duplicate risk.
259008.0,259010.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.949,0,0.63,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.208,"Installation of cement concrete benches at various places under Gram Panchayat Paloti, Ta. Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sevagram, Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Paloti vs Sevagram); low duplicate risk.
259005.0,259006.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),Normal/Others,0.958,0,0.53,False,DISJOINT_LOCATION,INDEPENDENT_PARALLEL_WORKS,0.207,"Installation of cement concrete benches at various places under Gram Panchayat Satoda, Ta.Dist. Wardha.","Installation of cement concrete benches at various places under Gram Panchayat Sidi (Meghe), Ta. Dist. Wardha.",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Gram Panchayats: Satoda vs Sidi (Meghe)); low duplicate risk.
